#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	Assembly_name	Gene_observation_ID
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1369-PRJ1139-Escherichia-coli-1D-1379_R1_001.fa	NODE_46_length_4639_cov_3.763076	2866	3669	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014721	i3045
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1370-PRJ1139-Klebsiella-variicola-1D-1380_R1_001.fa	NODE_12_length_172229_cov_10.037507	24926	25345	+	fosA_6_ACZD01000244	1-420/420	===============	0/0	100.00	93.33	user_db	fosA_6_ACZD01000244	ODID_ERR4014722	i3046
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1370-PRJ1139-Klebsiella-variicola-1D-1380_R1_001.fa	NODE_4_length_344688_cov_7.919796	119408	120268	+	blaLEN25_1_HQ709169	1-861/861	===============	0/0	100.00	99.77	user_db	blaLEN25_1_HQ709169	ODID_ERR4014722	i3047
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1370-PRJ1139-Klebsiella-variicola-1D-1380_R1_001.fa	NODE_9_length_218905_cov_9.153196	30925	32100	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	96.77	user_db	OqxA_1_EU370913	ODID_ERR4014722	i3048
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1370-PRJ1139-Klebsiella-variicola-1D-1380_R1_001.fa	NODE_9_length_218905_cov_9.153196	32124	35276	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	97.72	user_db	OqxB_1_EU370913	ODID_ERR4014722	i3049
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_112/Assemblies/DTU2019-2087-PRJ1139-Escherichia-coli-1D-1381_R1_001.fa	NODE_24_length_54334_cov_3.334071	10387	10860	+	dfrA5_1_X12868	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA5_1_X12868	ODID_ERR4014723	i3050
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1372-PRJ1139-Klebsiella-pneumoniae-1D-1382_R1_001.fa	NODE_10_length_276966_cov_12.796441	66056	66916	-	blaSHV-11_1_X98101	1-861/861	===============	0/0	100.00	99.77	user_db	blaSHV-11_1_X98101	ODID_ERR4014724	i3051
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1372-PRJ1139-Klebsiella-pneumoniae-1D-1382_R1_001.fa	NODE_13_length_203019_cov_16.164994	17104	18279	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.32	user_db	OqxA_1_EU370913	ODID_ERR4014724	i3052
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1372-PRJ1139-Klebsiella-pneumoniae-1D-1382_R1_001.fa	NODE_13_length_203019_cov_16.164994	18303	21455	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.80	user_db	OqxB_1_EU370913	ODID_ERR4014724	i3053
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1372-PRJ1139-Klebsiella-pneumoniae-1D-1382_R1_001.fa	NODE_22_length_36865_cov_17.545076	28789	29211	-	fosA7_1_LAPJ01000014	1-423/423	===============	0/0	100.00	93.62	user_db	fosA7_1_LAPJ01000014	ODID_ERR4014724	i3054
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1372-PRJ1139-Klebsiella-pneumoniae-1D-1382_R1_001.fa	NODE_5_length_348886_cov_17.011420	14045	14464	+	fosA6_1_KU254579	1-420/433	===============	0/0	97.00	99.52	user_db	fosA6_1_KU254579	ODID_ERR4014724	i3055
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1373-PRJ1139-Klebsiella-pneumoniae-1D-1383_R1_001.fa	NODE_18_length_52181_cov_13.123218	22971	23393	+	fosA7_1_LAPJ01000014	1-423/423	===============	0/0	100.00	93.62	user_db	fosA7_1_LAPJ01000014	ODID_ERR4014725	i3056
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1373-PRJ1139-Klebsiella-pneumoniae-1D-1383_R1_001.fa	NODE_1_length_697990_cov_13.800176	17104	18279	+	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.32	user_db	OqxA_1_EU370913	ODID_ERR4014725	i3057
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1373-PRJ1139-Klebsiella-pneumoniae-1D-1383_R1_001.fa	NODE_1_length_697990_cov_13.800176	18303	21455	+	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.80	user_db	OqxB_1_EU370913	ODID_ERR4014725	i3058
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1373-PRJ1139-Klebsiella-pneumoniae-1D-1383_R1_001.fa	NODE_4_length_482826_cov_10.333968	66206	67066	-	blaSHV-11_1_X98101	1-861/861	===============	0/0	100.00	99.77	user_db	blaSHV-11_1_X98101	ODID_ERR4014725	i3059
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1373-PRJ1139-Klebsiella-pneumoniae-1D-1383_R1_001.fa	NODE_7_length_348653_cov_13.304373	334190	334609	-	fosA6_1_KU254579	1-420/433	===============	0/0	97.00	99.52	user_db	fosA6_1_KU254579	ODID_ERR4014725	i3060
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1374-PRJ1139-Escherichia-coli-1D-1384_R1_001.fa	NODE_10_length_127776_cov_24.972056	102955	106404	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4014726	i3061
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1375-PRJ1139-Escherichia-coli-1D-1385_R1_001.fa	NODE_10_length_127095_cov_9.983752	102955	106404	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4014727	i3062
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_124/Assemblies/DTU2019-2464-PRJ1139-Escherichia-coli-1D-1386_R1_001.fa	NODE_115_length_10943_cov_1.421505	1915	2571	+	qnrS1_1_AB187515	1-657/657	===============	0/0	100.00	100.00	user_db	qnrS1_1_AB187515	ODID_ERR4014728	i3063
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_124/Assemblies/DTU2019-2464-PRJ1139-Escherichia-coli-1D-1386_R1_001.fa	NODE_115_length_10943_cov_1.421505	7151	8397	+	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	99.92	user_db	tet(A)_6_AF534183	ODID_ERR4014728	i3064
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1377-PRJ1139-Escherichia-coli-1D-1387_R1_001.fa	NODE_2_length_277426_cov_24.562285	173646	175142	-	lsa(A)_1_AY225127	1-1497/1497	===============	0/0	100.00	99.27	user_db	lsa(A)_1_AY225127	ODID_ERR4014729	i3065
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1377-PRJ1139-Escherichia-coli-1D-1387_R1_001.fa	NODE_30_length_15306_cov_25.205547	1633	3747	-	ClpL_1_CP023753	1-2115/2115	===============	0/0	100.00	99.10	user_db	ClpL_1_CP023753	ODID_ERR4014729	i3066
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1379-PRJ1139-Escherichia-coli-1D-1389_R1_001.fa	NODE_34_length_8618_cov_8.482629	1170	2030	+	aac(3)-IId_1_EU022314	1-861/861	===============	0/0	100.00	99.88	user_db	aac(3)-IId_1_EU022314	ODID_ERR4014731	i3067
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1379-PRJ1139-Escherichia-coli-1D-1389_R1_001.fa	NODE_37_length_4640_cov_8.141813	1990	2805	+	sul2_3_HQ840942	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_3_HQ840942	ODID_ERR4014731	i3068
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1379-PRJ1139-Escherichia-coli-1D-1389_R1_001.fa	NODE_37_length_4640_cov_8.141813	2866	3669	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014731	i3069
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1379-PRJ1139-Escherichia-coli-1D-1389_R1_001.fa	NODE_40_length_3764_cov_10.051691	1039	1512	-	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA17_1_FJ460238	ODID_ERR4014731	i3070
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1379-PRJ1139-Escherichia-coli-1D-1389_R1_001.fa	NODE_42_length_3186_cov_9.663289	1004	2209	+	tet(B)_2_AF326777	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_2_AF326777	ODID_ERR4014731	i3071
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1380-PRJ1139-Escherichia-coli-1D-1390_R1_001.fa	NODE_49_length_27219_cov_8.665215	20947	21762	+	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4014732	i3072
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1380-PRJ1139-Escherichia-coli-1D-1390_R1_001.fa	NODE_49_length_27219_cov_8.665215	21823	22626	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014732	i3073
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1380-PRJ1139-Escherichia-coli-1D-1390_R1_001.fa	NODE_49_length_27219_cov_8.665215	22882	23742	-	blaTEM-1C_1_FJ560503	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-1C_1_FJ560503	ODID_ERR4014732	i3074
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1381-PRJ1139-Escherichia-coli-1D-1391_R1_001.fa	NODE_16_length_125990_cov_12.941818	20205	23654	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4014733	i3075
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1381-PRJ1139-Escherichia-coli-1D-1391_R1_001.fa	NODE_38_length_10217_cov_26.747275	1028	1501	+	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA17_1_FJ460238	ODID_ERR4014733	i3076
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1381-PRJ1139-Escherichia-coli-1D-1391_R1_001.fa	NODE_38_length_10217_cov_26.747275	1632	2420	+	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	user_db	aadA5_1_AF137361	ODID_ERR4014733	i3077
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1381-PRJ1139-Escherichia-coli-1D-1391_R1_001.fa	NODE_38_length_10217_cov_26.747275	2940	3806	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4014733	i3078
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1381-PRJ1139-Escherichia-coli-1D-1391_R1_001.fa	NODE_42_length_6911_cov_24.297465	1563	2809	-	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4014733	i3079
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1381-PRJ1139-Escherichia-coli-1D-1391_R1_001.fa	NODE_42_length_6911_cov_24.297465	3788	4624	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	user_db	aph(6)-Id_1_M28829	ODID_ERR4014733	i3080
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1381-PRJ1139-Escherichia-coli-1D-1391_R1_001.fa	NODE_42_length_6911_cov_24.297465	4624	5427	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014733	i3081
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1382-PRJ1139-Escherichia-coli-1D-1392_R1_001.fa	NODE_35_length_39125_cov_14.625468	2857	6306	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.28	user_db	sitABCD_1_AY598030	ODID_ERR4014734	i3082
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1382-PRJ1139-Escherichia-coli-1D-1392_R1_001.fa	NODE_55_length_7960_cov_18.218562	3664	4479	+	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4014734	i3083
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1382-PRJ1139-Escherichia-coli-1D-1392_R1_001.fa	NODE_55_length_7960_cov_18.218562	4540	5343	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014734	i3084
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1382-PRJ1139-Escherichia-coli-1D-1392_R1_001.fa	NODE_55_length_7960_cov_18.218562	5343	6179	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	user_db	aph(6)-Id_1_M28829	ODID_ERR4014734	i3085
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1382-PRJ1139-Escherichia-coli-1D-1392_R1_001.fa	NODE_62_length_5841_cov_105.692685	2127	3332	+	tet(B)_2_AF326777	1-1206/1206	===============	0/0	100.00	100.00	user_db	tet(B)_2_AF326777	ODID_ERR4014734	i3086
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2123-PRJ1139-Escherichia-coli-1D-1393_R1_001.fa	NODE_150_length_12061_cov_2.116055	3533	4393	-	blaTEM-1B_1_AY458016	1-861/861	===============	0/0	100.00	100.00	user_db	blaTEM-1B_1_AY458016	ODID_ERR4014735	i3087
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2123-PRJ1139-Escherichia-coli-1D-1393_R1_001.fa	NODE_150_length_12061_cov_2.116055	7354	8169	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4014735	i3088
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_115/Assemblies/DTU2019-2123-PRJ1139-Escherichia-coli-1D-1393_R1_001.fa	NODE_29_length_31366_cov_1.236115	1238	4687	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.31	user_db	sitABCD_1_AY598030	ODID_ERR4014735	i3089
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1384-PRJ1139-Escherichia-coli-1D-1394_R1_001.fa	NODE_11_length_175551_cov_14.750986	28845	32294	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4014736	i3090
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1384-PRJ1139-Escherichia-coli-1D-1394_R1_001.fa	NODE_31_length_16926_cov_19.840586	13040	14286	-	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4014736	i3091
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1385-PRJ1139-Escherichia-coli-1D-1395_R1_001.fa	NODE_5_length_313798_cov_7.172659	307177	310626	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.25	user_db	sitABCD_1_AY598030	ODID_ERR4014737	i3092
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1386-PRJ1139-Escherichia-coli-1D-1396_R1_001.fa	NODE_30_length_38007_cov_8.793796	30994	34443	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.37	user_db	sitABCD_1_AY598030	ODID_ERR4014738	i3093
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1386-PRJ1139-Escherichia-coli-1D-1396_R1_001.fa	NODE_39_length_10236_cov_8.504699	2657	3903	+	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4014738	i3094
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1386-PRJ1139-Escherichia-coli-1D-1396_R1_001.fa	NODE_41_length_8550_cov_6.593523	981	1817	-	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	user_db	aph(6)-Id_1_M28829	ODID_ERR4014738	i3095
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1386-PRJ1139-Escherichia-coli-1D-1396_R1_001.fa	NODE_41_length_8550_cov_6.593523	1817	2620	-	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	99.88	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014738	i3096
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1386-PRJ1139-Escherichia-coli-1D-1396_R1_001.fa	NODE_41_length_8550_cov_6.593523	2681	3496	-	sul2_2_AY034138	1-816/816	===============	0/0	100.00	100.00	user_db	sul2_2_AY034138	ODID_ERR4014738	i3097
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1387-PRJ1139-Escherichia-coli-1D-1397_R1_001.fa	NODE_40_length_6159_cov_16.765749	1426	2229	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014739	i3098
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1387-PRJ1139-Escherichia-coli-1D-1397_R1_001.fa	NODE_40_length_6159_cov_16.765749	2229	3065	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	100.00	user_db	aph(6)-Id_1_M28829	ODID_ERR4014739	i3099
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1388-PRJ1139-Escherichia-coli-1D-1398_R1_001.fa	NODE_19_length_88952_cov_13.638536	3791	7240	-	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.34	user_db	sitABCD_1_AY598030	ODID_ERR4014740	i3100
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1390-PRJ1139-Klebsiella-pneumoniae-1D-1400_R1_001.fa	NODE_15_length_151791_cov_15.984367	128557	128976	-	fosA_5_AFBO01000747	1-420/420	===============	0/0	100.00	100.00	user_db	fosA_5_AFBO01000747	ODID_ERR4014741	i3101
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1390-PRJ1139-Klebsiella-pneumoniae-1D-1400_R1_001.fa	NODE_28_length_46893_cov_14.491297	11819	14971	-	OqxB_1_EU370913	1-3153/3153	===============	0/0	100.00	98.57	user_db	OqxB_1_EU370913	ODID_ERR4014741	i3102
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1390-PRJ1139-Klebsiella-pneumoniae-1D-1400_R1_001.fa	NODE_28_length_46893_cov_14.491297	14995	16170	-	OqxA_1_EU370913	1-1176/1176	===============	0/0	100.00	99.23	user_db	OqxA_1_EU370913	ODID_ERR4014741	i3103
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1390-PRJ1139-Klebsiella-pneumoniae-1D-1400_R1_001.fa	NODE_5_length_302161_cov_12.901183	232576	233436	+	blaSHV-191_1_KP868754	1-861/861	===============	0/0	100.00	99.88	user_db	blaSHV-191_1_KP868754	ODID_ERR4014741	i3104
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1394-PRJ1139-Bacteroides-fragilis-1D-1405_R1_001.fa	NODE_3_length_779538_cov_16.683818	520125	521090	-	cfxA4_1_AY769933	1-966/966	===============	0/0	100.00	99.90	user_db	cfxA4_1_AY769933	ODID_ERR4014743	i3105
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1394-PRJ1139-Bacteroides-fragilis-1D-1405_R1_001.fa	NODE_3_length_779538_cov_16.683818	665877	666779	+	cepA-49_1_U05886	1-903/903	===============	0/0	100.00	99.78	user_db	cepA-49_1_U05886	ODID_ERR4014743	i3106
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_108/Assemblies/DTU2019-1394-PRJ1139-Bacteroides-fragilis-1D-1405_R1_001.fa	NODE_4_length_723765_cov_18.857961	259887	261848	+	tet(Q)_3_U73497	1-1963/1965	========/======	1/1	99.85	99.75	user_db	tet(Q)_3_U73497	ODID_ERR4014743	i3107
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_118/Assemblies/DTU2019-2276-PRJ1139-Staphylococcus-haemolyticus-1D-1406_R1_001.fa	NODE_44_length_34950_cov_3.152543	1875	5324	+	sitABCD_1_AY598030	1-3459/3459	========/======	3/9	99.74	97.31	user_db	sitABCD_1_AY598030	ODID_ERR4014744	i3108
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_118/Assemblies/DTU2019-2276-PRJ1139-Staphylococcus-haemolyticus-1D-1406_R1_001.fa	NODE_73_length_10219_cov_5.176476	1030	1503	+	dfrA17_1_FJ460238	1-474/474	===============	0/0	100.00	100.00	user_db	dfrA17_1_FJ460238	ODID_ERR4014744	i3109
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_118/Assemblies/DTU2019-2276-PRJ1139-Staphylococcus-haemolyticus-1D-1406_R1_001.fa	NODE_73_length_10219_cov_5.176476	1634	2422	+	aadA5_1_AF137361	1-789/789	===============	0/0	100.00	100.00	user_db	aadA5_1_AF137361	ODID_ERR4014744	i3110
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_118/Assemblies/DTU2019-2276-PRJ1139-Staphylococcus-haemolyticus-1D-1406_R1_001.fa	NODE_73_length_10219_cov_5.176476	2942	3808	+	sul1_5_EU780013	1-867/867	===============	0/0	100.00	99.89	user_db	sul1_5_EU780013	ODID_ERR4014744	i3111
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_118/Assemblies/DTU2019-2276-PRJ1139-Staphylococcus-haemolyticus-1D-1406_R1_001.fa	NODE_81_length_6911_cov_4.933667	1485	2288	+	aph(3'')-Ib_5_AF321551	1-804/804	===============	0/0	100.00	100.00	user_db	aph(3'')-Ib_5_AF321551	ODID_ERR4014744	i3112
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_118/Assemblies/DTU2019-2276-PRJ1139-Staphylococcus-haemolyticus-1D-1406_R1_001.fa	NODE_81_length_6911_cov_4.933667	2288	3124	+	aph(6)-Id_1_M28829	1-837/837	===============	0/0	100.00	99.88	user_db	aph(6)-Id_1_M28829	ODID_ERR4014744	i3113
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_118/Assemblies/DTU2019-2276-PRJ1139-Staphylococcus-haemolyticus-1D-1406_R1_001.fa	NODE_81_length_6911_cov_4.933667	4103	5349	+	tet(A)_6_AF534183	1-1247/1275	===============	0/0	97.80	100.00	user_db	tet(A)_6_AF534183	ODID_ERR4014744	i3114
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_109/Assemblies/DTU2019-1399-PRJ1139-Enterococcus-sp-1D-1410_R1_001.fa	NODE_1_length_609380_cov_6.190592	101110	102606	+	lsa(A)_1_AY225127	1-1497/1497	===============	0/0	100.00	98.93	user_db	lsa(A)_1_AY225127	ODID_ERR4014745	i3115
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_109/Assemblies/DTU2019-1399-PRJ1139-Enterococcus-sp-1D-1410_R1_001.fa	NODE_24_length_6292_cov_28.554420	1758	2552	-	aph(3')-III_1_M26832	1-795/795	===============	0/0	100.00	100.00	user_db	aph(3')-III_1_M26832	ODID_ERR4014745	i3116
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_109/Assemblies/DTU2019-1399-PRJ1139-Enterococcus-sp-1D-1410_R1_001.fa	NODE_3_length_347211_cov_6.852284	252520	254439	+	tet(M)_10_EU182585	1-1920/1920	===============	0/0	100.00	100.00	user_db	tet(M)_10_EU182585	ODID_ERR4014745	i3117
/home/projects/cge/backup/fastq/cge_private/FOOD_seqdata/NextSeq/NextSeq_109/Assemblies/DTU2019-1400-PRJ1139-Streptococcus-dysgalactiae-1D-1411_R1_001.fa	NODE_1_length_177896_cov_8.454511	3768	4499	-	erm(A)_2_AF002716	1-732/732	===============	0/0	100.00	100.00	user_db	erm(A)_2_AF002716	ODID_ERR4014746	i3118
